47,A02-09 [그루스트]와 대화하여 젬 보상을 받고 웨이포인트를 타고 [갈림길]로 이동합니다.
48,A02-10  (Optional) : 아래쪽으로 이어지는 길을 따라 [몰락한 성소 유적] 출구를 찾으십시오.
49,A02-11 [지하실 1층]을 찾을 때까지 해당 지역을 향해 아래로 향하십시오. 
50,A02-12 [지하실 1층] 미궁을 찾아 완료 한 다음 [로그 아웃]하여 다시 마을로 이동합니다
51,A02-13 웨이포인트를 타고 다시 [갈림길]로 이동하세요.
52,A02-14 [부서진 다리]로 가는 출구를 찾을 때까지 오른쪽 길로 이동합니다.
53,A02-15 [크레이틴]을 만날 때까지 오른쪽 벽을 따라간 후 [크레이틴]을 처치합니다(본인이 원하는 도적 보상에 따라 처리)
54,A02-16 [로그아웃] 후에 왼쪽 출구로 나와 [강변길]로 들어가 [웨이포인트를 확보] 합니다. (일반적으로 왼쪽상단)
55,A02-17 [습지대]로 나가는 출구를 찾으십시오. 항상 웨이포인트 근처에 있습니다.
56,A02-18 [오크]를 찾아 처치합니다. (본인이 원하는 도적 보상에 따라 처리)
57,A02-19 [웨이포인트를 확보] 합니다. 해당 지역의 왼쪽 상단 벽을 따라가다보면 자주 나타납니다.
58,A02-20 웨이포인트를 타고 [강변길]로 이동합니다.
59,A02-21 [습지대] 입구에서 구역 가장자리 왼쪽을 따라 [서쪽 숲] 출구를 찾습니다.
60,A02-22 웨이포인트가 나올 때까지 해당 지역의 중간에있는 경로를 따라간 다음 [웨이포인트를 확보] 합니다.
61,A02-23 왼쪽 또는 오른쪽 벽 아래쪽으로 따라가세요. (거미 or 알리라 발견 순서에 따라 진행)
62,A02-24 거미줄이 쳐져있는 나무 발견시 [거미의 방]으로 가는 출구를 찾습니다. 
63,A02-25 [직공]을 죽이고 [말리가로의 가시]를 가져가세요. [로그아웃] 후에 [실크]와 대화하여 젬 보상을 받습니다
64,A02-26 웨이포인트타고 [서쪽 숲]으로 이동 후 [거미의 방]을 찾은 곳의 반대편으로 이동하여 [알리라]를 찾습니다.
65,A02-27 [알리라]를 먼저 찾았다면 처치 후 반대 방향으로 이동하여 [거미의 방]을 찾습니다.
66,A02-28 [서쪽 숲]의 아래쪽 벽을 따라가서 [검은 근위대]를 찾습니다.
67,A02-29 [검은 근위대]를 처치하고 [마석의 상징]을 획득한 후 [마석의 봉인]에 사용하여 액트1로 가는 출구를 엽니다.
68,A02-30 [로그아웃] 후에 액트1로 이동하여 [베스텔]과 대화하여 [기술의 서]를 보상으로 얻습니다.
69,A02-31 웨이포인트를 타고 [숲 야영지]로 이동합니다. 만약 도적을 모두 처치했다면 [에라미어]와 대화하고 [정점]을 획득
70,A02-32 웨이포인트를 타고 [습지대]로 이동한 후 웨이포인트 옆에있는 나무 뿌리를 독살하십시오.
71,A02-33 [로그아웃] 후에 만약 도적을 모두 처치했다면 [에라미어]와 대화하고 [정점]을 획득합니다.
72,A02-34 [바알 유적]에 들어가서 [고대의 봉인]을 찾고 부숩니다.
73,A02-35 [북쪽 숲]으로 나가고 [웨이포인트 확보] 후 [암굴] 출구 찾을 때까지 위로 향하십시오 (공포의 잡목림 가지말 것)
74,A02-36 웨이포인트를 만나면 확보 후 [고대 피라미드] 진입
75,A02-37 [피라미드 최상층]을 찾을 때까지 위로 올라가세요
76,A02-38 [바알 신령]을 처치하고 [사안 시내]로 나가십시오.
77,A02-39 [클라리사]를 구하기 위해 [수호병]을 찾아 처치하십시오. 도망 가기 전에 [클라리사]와 대화해야합니다.
78,A02-40 [사안 야영지]로 이동하세요. 항상 구역의 왼쪽 상단에 있습니다.
79,A03-01 [빈민가]로 나갑니다.
80,A03-02 [화장터]를 찾아 [웨이포인트를 확보] 합니다. 도중에 [하수도 쇠창살]의 위치를 발견한 경우 위치를 기억해두세요.
81,A03-03 (Optional) : [화장터]에서 미궁을 찾아 완료하세요.
82,A03-04 [파이어티]를 찾아 그녀를 처치하세요. [톨먼]과 대화하고 [톨먼의 팔찌]를 가져가세요.
83,A03-05 [로그아웃] 후에 [클라리사]와 대화하여 [하수도 열쇠]를 받으세요.
84,A03-06 [빈민가]로 들어가 [하수도 쇠창살]을 찾으세요. 그것을 열고 [하수도]로 들어가세요.
85,A03-07 세 개의 플래티넘 흉상을 찾습니다. 웨이포인트에 도착하기 전에는 항상 1개가 있고 그 다음에는 2개가 있습니다. 
86,A03-08 [웨이포인트를 확보] 합니다.
87,A03-09 [장터]로 나가는 출구를 찾으십시오.
88,A03-10 [웨이포인트를 확보] 합니다.
89,A03-11 (Optional) : 웨이포인트의 오른쪽 상단에는 [지하 묘지] 입구가 있습니다. 
90,A03-12 미궁을 완료한 다음 [로그아웃]하여 웨이포인트를 타고 다시 [장터]로 돌아갑니다.
91,A03-13 [전쟁터] 출구를 찾으십시오.
92,A03-14 일반적으로 구역의 중앙에있는 [웨이 포인트를 확보] 합니다.
93,A03-15 수레처럼 보이는 [검은 근위대 상자]를 찾을 때까지 웨이포인트에서 아래쪽으로 향하십시오.
94,A03-16 수레에서 [끈 감개]를 획득합니다.
95,A03-17 [솔라리스 사원 1층] 입구를 찾을 때까지 웨이포인트에서 위로 향합니다.
96,A03-18 [솔라리스 사원 2층] 입구를 찾을 때까지 사원을 따라 진행하십시오.
97,A03-19 웨이포인트를 찾을 때까지 사원을 계속 진행하십시오.
98,A03-20 웨이포인트를 타고 [전쟁터]로 이동합니다. [항구] 입구를 찾을 때까지 왼족으로 향하십시오.
99,A03-21 [보급고]를 찾고 [마석 아황산염]를 획득합니다.
100,A03-22 [로그아웃] 후에 [하간]과 대화하여 [기술의 서]를 받습니다.
101,A03-23 웨이포인트를 타고 [솔라리스 사원 2층]으로 이동합니다.
102,A03-24 [디알라 부인]과 대화하고 [지옥불 활석]을 획득합니다.
103,A03-25 웨이포인트를 타고 [하수도]로 이동합니다.
104,A03-26 웨이포인트 왼쪽에 있는 [산 송장 장애물]을 불태웁니다. 이것은 항상 웨이포인트 근처에 있습니다.
105,A03-27 [칠흑의 군단 주둔지]에 들어가 [웨이포인트를 확보] 합니다.
106,A03-28 [그라비시우스 장군]을 찾을 때까지 위로 향하십시오.
107,A03-29 [그라비시우스 장군]을 처치하고 계속 위로 향하십시오.
108,A03-30 [루나리스 사원 1층]에 들어갑니다.
109,A03-31 [웨이포인트를 확보] 하고 [루나리스 사원 2층]에 들어갑니다.
110,A03-32 올바른 경로를 찾으려면 올라가는 계단을 찾으십시오. 수레에 닿을 때까지 계단을 계속 따라갑니다. 
111,A03-33 수레 두 개가 있는 쪽은 항상 막 다른 골목이고 수레 하나가 있는 쪽이 올바른 경로입니다.
112,A03-34 [파이어티]를 처치하고 [탑 열쇠]를 획득합니다.
113,A03-35 [로그아웃] 후에 [그리고어]와 대화하여 [기술의 서]를 받으세요. [마라모아]와 대화하여 젬 보상을 받으세요.
114,A03-36 웨이포인트를 타고 [칠흑의 군단 주둔지]로 이동합니다.
115,A03-37 [황실 정원] 입구를 찾을 때까지 웨이포인트 오른쪽으로 가십시오.
116,A03-38 웨이포인트를 찾을 때까지 타일로된 길을 따라 갑니다.
117,A03-39 (Optional) : 도서관 퀘스트에서 특정 보석이 필요한 경우 중간 지점 3방향에서 왼쪽 상단 경로로 이동합니다. 
118,A03-40 도서관에 들어간 후 중간 지점에 있는 웨이포인트를 확보합니다. [헐거워진 촛대]를 찾을 때까지 진행합니다
119,A03-41 [헐거워진 촛대]를 클릭한 후 [문서 보관소]에 들어갑니다.
120,A03-42 4개의 [황금 책자]를 찾고 [로그아웃] 후에 다시 [도서관]으로 들어가서 [시오사]에게 보상을 받습니다. 
121,A03-43 웨이포인트를 타고 [황실 정원]으로 돌아갑니다
122,A03-44 37. (Optional) : 일반 미궁의 최종 미궁 시험을 완료하세요. 
123,A03-45 웨이포인트 바로 위의 중간 지점 3방향에서 위쪽으로 향하고 천천히 왼쪽으로 갑니다. 
124,A03-46 거의 항상 이 구역의 가장 왼쪽 구석에 미궁이 있습니다
125,A03-47 38. 중간 지점 3방향에서 오른쪽 하단으로 이동한 후 계단을 올라갑니다. 
126,A03-48 [신의 셉터]에 들어가는 입구를 찾을 때까지 타일로된 길을 따라 오른쪽 상단으로 향하십시오
127,A03-49 39. [신의 셉터]에 들어간 후 [신의 셉터 상층]을 찾을 때까지 계속 계단 위층으로 이동합니다
128,A03-50 40. [신의 셉터 상층]에 진입 후 [탑 지붕]을 찾을 때까지 계속 계단 위층으로 이동합니다
129,A03-51 41. [도미누스]를 처치합니다
130,A03-52 42. [수로]에 들어간 후 이 지역을 통과하세요
131,A03-53 43. [하이게이트]에 들어갑니다.
132,A04-01 [말라붙은 호수]로 들어갑니다.
133,A04-02 [정화의 황제 볼]을 찾아서 처치하고 [데쉬렛의 깃발]을 가져 가십시오. [로그아웃]하여 도시로 들어갑니다.
134,A04-03 [데쉬렛의 깃발]을 사용하여 [데쉬렛의 봉인]을 풀고 [광산 1층]에 진입하세요.
135,A04-04 해당 지역을 진행하고 [광산 2층]에 진입하세요.
136,A04-05 [데쉬렛의 혼백]을 찾아서 놓아주세요.
137,A04-06 [수정 광맥]을 찾아 진입하십시오.
138,A04-07 해당 지역의 끝에있는 [웨이포인트를 확보]하고 [하이게이트]로 돌아갑니다.
139,A04-08 [타수니]와 대화하여 [기술의 서]를 받습니다. 골렘 젬보상을 받으려면 [오연]과 대화하십시오.
140,A04-09 웨이포인트를 타고 [수정 광맥]으로 돌아갑니다.
141,A04-10 다음 단계는 선호도에 따라 두 가지 순서로 완료 될 수 있습니다. 
142,A04-11 그러나 보스는 일반적으로 레벨이 낮을수록 위험이 덜하기 때문에 [카옴의 꿈]을 먼저 선호합니다.
143,A04-12 [카옴의 꿈]에 들어가서 [카옴의 요새]에 도달 할 때까지 해당 지역을 진행하십시오.
144,A04-13 [웨이포인트를 확보] 하고 [왕의 칼데라]에 도착할 때까지 계속 진행하십시오. 
145,A04-14 [카옴 왕]을 처치하고 [광분의 눈]을 획득하십시오. 
146,A04-15 [로그아웃] 후 웨이포인트를 타고 [수정 광맥]으로 돌아갑니다.
147,A04-16 [다레소의 꿈]에 들어가 [대투기장]을 찾을 때까지 해당 지역을 진행하십시오. 
148,A04-17 [대투기장]에 들어가 [웨이포인트를 확보]하십시오. 3명의 고유 보스인 [The Trio]를 만날 때까지 투기장을 진행하십시오. 
149,A04-18 이것은 [검의 제왕다레소]가 다음 영역에 있으며 올바른 길로 가고 있음을 나타냅니다. 
150,A04-19 [The Trio]를 처치하고 [칼날의 경기장]에 들어갑니다. 
151,A04-20 [검의 제왕 다레소]를 물리 치고 [갈망의 눈]을 가져 가십시오. [로그아웃] 후에 웨이포인트를 타고 [수정 광맥]으로 갑니다
152,A04-21 [다알라 부인]과 대화합니다.
153,A04-22 [짐승의 소굴 1층]에 진입하고 해당 지역을 진행하십시오.
154,A04-23 [짐승의 소굴 2층]에 진입하고 해당 지역을 진행하십시오.
155,A04-24 [짐승의 내장]에 들어갑니다.
156,A04-25 [파이어티]를 처치합니다.
157,A04-26 [수확소]에 진입하고 [웨이포인트를 확보] 하십시오. [하이게이트]로 돌아갑니다.
158,A04-27 도시 최상단의 [다알라]와 대화하여 젬 보상을 받습니다.
159,A04-28 웨이포인트를 타고 [수확소]로 돌아갑니다.
160,A04-29 [말라카이]의 3명의 수호자를 처치합니다. [도이드리] [말리가로] [샤브론]. 그들이 떨어뜨린 다양한 기관을 획득합니다.
161,A04-30 [파이어티]와 대화하여 웨이포인트 옆에 있는 [어둠의 중심부]에 들어갑니다.
162,A04-31 [말라카이]를 처치합니다.
163,A04-32 [로그아웃]하여 [하이게이트]로 돌아갑니다.
164,A04-33 [하이게이트]의 오른쪽 상단에 있는 [오르막길]로 나가십시오.
165,A04-34 [공명기]를 작동시키고 [오리아스 포탈]에 진입하세요.
166,A05-01 [웨이포인트를 확보] 하고 [노예 감호소]를 통과하십시오.
167,A05-02 [간수 크로우]를 처치하고 내려오는 사다리를 타고 [감시탑]으로 이동합니다.
168,A05-03 [라니]와 대화하여 반지를 받습니다.
169,A05-04 [관리 구역]에 진입합니다.
170,A05-05 [타락 감지기]를 찾으십시오. 일반적으로 구역의 가장 왼쪽에 있는 영역의 절반 쯤에 있습니다.
171,A05-06 이 구역의 끝에서 [카스티쿠스 법관]을 처치하고 [열의의 눈]을 획득하십시오.
172,A05-07 계속 진행하여 [오리아스의 광장]으로 진입한 후 [웨이포인트를 확보] 합니다.
173,A05-08 [템플러의 법정 입구]를 찾아서 진입하세요.
174,A05-09 [웨이포인트를 확보]하고 [결백의 방]을 찾아 진입합니다.
175,A05-10 [웨이포인트를 확보]하고 [순결의 지성소]를 찾아 [고위 템플러 아베리우스]와 [이노센스]를 처치하십시오.
176,A05-11 오른쪽에 새로 열린 출구를 통해 [결백의 방]으로 진입합니다.
177,A05-12 [타오르는 법정]에 들어가서 해당 구역을 통과하십시오.
178,A05-13 [멸망한 광장]에 들어갑니다. [멸망한 광장]의 다른 지역의 입구는 항상 구역의 동일한 위치에 있습니다. 
179,A05-14 원하는 것을 신속하게 찾을 수 있도록 아래에 매우 간단한 다이어그램을 제공합니다.
180,A05-14 납골당/웨이포인트(좌상) | 타오르는 법정(우상) | 우툴라(우) | 대성당 옥상 (좌) | 성유물보관실 (우하)
181,A05-15 [납골당] 근처에 있는 [웨이포인트를 확보] 하고 [납골당]에 진입합니다.
182,A05-16 [정화의 징표]를 찾고 출구를 통해 [멸망한 광장]으로 돌아갑니다.
183,A05-17 [성유물 보관실]로 이동합니다.
184,A05-18 [웨이포인트를 확보]하고 3가지 [키타바의 고난]을 찾은 후 [로그아웃]하여 마을로 돌아갑니다.
185,A05-19 [라니]와 대화하여 [기술의 서]와 주얼을 보상으로 받습니다. [바일렌타]와 대화하여 [기술의 서]를 받습니다.
186,A05-20 웨이포인트를 타고 [멸망한 광장]으로 돌아갑니다.
187,A05-21 [대성당 옥상]에 들어가서 그 지역을 빠져 나갑니다.
188,A05-22 [대성당 꼭대기]에 들어가 [키타바]를 처치하십시오.
189,A05-23 [릴리 로스]와 대화하고 레이클라스트로 항해합니다.
190,A06-01 (Optional) : 이 퀘스트는 릴리 로스의 스킬젬 잠금을 해제합니다 
191,A06-02 이 퀘스트는 게임의 거의 모든 스킬젬을 구매할 수 있기때문에 새로운 리그 캐릭터에게는 가치가 있습니다.
192,A06-03 [라이온아이 초소] 하단에 [황혼의 해안]으로 진입하세요. 모든 몬스터를 처치하고 [라이온아이 초소]로 돌아간 다음 [릴리 로스]와 대화합니다.
193,A06-04 [해안 지대]에 들어가서 구역을 통과하십시오. 구역의 끝에서 [웨이포인트를 확보] 합니다.
194,A06-05 [갯벌]에 진입하세요. [명예 잃은 여왕]을 찾아 처치하고 [점령자의 눈]을 획득합니다.
195,A06-06 [카루이 요새]를 찾고 진입합니다. 일반적으로이 영역의 중간 상단에 있습니다.
196,A06-07 [투코하마의 성채]에 진입합니다.
197,A06-08 [투코하마]를 처치하고 [씬]과 대화한 후 판테온 보조신인 [투코하마의 영혼]을 선택합니다.
198,A06-09 [산등성이]을 찾고 진입합니다.
199,A06-10 [웨이포인트를 확보] 하고 마을로 돌아옵니다. [타클레이]와 대화하여 [기술의 서]를 받습니다.
200,A06-11 웨이포인트를 타고 [산등성이]으로 돌아갑니다.
201,A06-12 [수용소 하층]을 찾아 들어가 입구 바로 안쪽에있는 [웨이포인트를 확보] 합니다.
202,A06-13 (Optional) : 이 구역에 있는 미궁을 완료합니다.
203,A06-14 (Optional) : 이 구역에 있는 미궁을 완료합니다.
204,A06-15 [샤브론의 탑]에 도달 할 때까지 [계단]을 오르십시오.
205,A06-16 [브루투스]와 [샤브론]을 처치합니다.
206,A06-17 [간수의 방]을 통과하여 [죄수의 문]으로 들어가세요. [웨이포인트를 확보] 합니다.
207,A06-18 16. (Optional-기술의서) : [화염 흡수자의 계곡]을 찾아서 [아버레스]를 처치하십시오. 
208,A06-19 [라이온아이의 초소]로 이동하여 [베스텔]과 대화후 [기술의 서]를 받으세요. 
209,A06-20 웨이포인트를 타고 [죄수의 문]으로 이동하세요. [화염 흡수자의 계곡]을 발견한 반대 방향으로 향하십시오
210,A06-21 을 발견한 반대 방향으로 향하십시오
211,A06-22 [서쪽 숲]을 찾고 진입합니다. 주요 도로를 따라가서 [웨이포인트를 확보] 합니다.
212,A06-23 [강변길]을 찾아서 진입하십시오. 주요 도로를 따라가서 [웨이포인트를 확보] 합니다.
213,A06-24 (Optional-기술의서) : [습지대]를 찾아서 진입합니다. 일반적으로 이 구역의 윗부분에 있습니다. 
214,A06-25 [유충 부화장]을 찾아 [꼭두각시 여사 리슬라사]를 처치하십시오. 
215,A06-26 [로그아웃]하여 [라이온아이 초소]로 돌아와 [타클레이]와 대화하여 [기술의 서] 보상을 받으십시오. 
216,A06-27 웨이포인트를 타고 [강변길]로 돌아갑니다.
217,A06-28 [기술의 서] 보상을 받으십시오. 웨이포인트를 타고 [강변길]로 돌아갑니다.
218,A06-29 [남쪽 숲]을 찾아 들어가십시오. 입구는 일반적으로 해당 구역의 오른쪽 하단에 있습니다.
219,A06-30 [분노의 암굴]로 나가기 전에 [웨이포인트를 확보] 합니다.
220,A06-31 [깃발 상자]를 열고 [검은 깃발]을 획득합니다.
221,A06-32 [통로]에 들어가서 [등대]에 도착할 때까지 동굴을 통과하십시오. [등대]에 도착 후 [웨이포인트를 확보] 합니다.
222,A06-33 피라미드 형태의 구조물을 찾아 위로 올라가세요. 빛나는 원 안에 서서 연료를 공급합니다.
223,A06-34 [점화 스위치]를 클릭 한 다음 [등대]를 다시 클릭하십시오.
224,A06-35 [웨일럼 로스]와 대화하고 [염수왕의 암초]로 항해하십시오. [웨이포인트를 확보] 합니다.
225,A06-36 [염수왕의 옥좌]를 찾아 들어가십시오. 이것은 일반적으로 왼쪽 벽을 따라가면 나옵니다.
226,A06-37 [염수왕]을 처치하세요. [씬]과 대화하여 판테온을 선택합니다.
227,A06-38 [웨일럼 로스]와 대화하여 [다리 야영지]로 항해합니다.
228,A07-01 [부서진 다리]에 진입합니다. 해당 구역의 왼쪽 하단으로 이동하십시오.
229,A07-02 [갈림길]에 진입합니다. 주요 도로를 따라 [웨이포인트를 확보] 합니다.
230,A07-03 웨이포인트의 아래쪽으로 이동하여 [몰락한 성소 유적]으로 이동합니다.
231,A07-04 [지하실]에 진입하고 [웨이포인트를 확보] 합니다.
232,A07-05 (Optional) : 이 구역에 있는 미궁을 완료합니다.
233,A07-06 [석관]을 찾아 [지하실 2층]으로 내려갑니다.
234,A07-07 [죄악의 용기]를 찾아 [말리가로의 지도]를 획득합니다.
235,A07-08 [로그아웃]하여 마을로 돌아갑니다.
236,A07-09 웨이포인트를 통해 [갈림길]로 돌아갑니다.
237,A07-10 웨이포인트에서 위쪽 경로를 타고 [죄악의 방 1층]으로 진입합니다.
238,A07-11 중앙 교차로에서 [웨이포인트를 확보] 하고 [말리가로의 지도]를 지도 장치에 삽입하십시오.
239,A07-12 [말리가로의 지성소]에 들어가 [말리가로의 작업장]을 찾을 때까지 진행하십시오.
240,A07-13 [말리가로]를 처치하고 [검은 독액]을 획득합니다. [포탈 주문서]를 사용합니다.
241,A07-14 [실크]와 대화하고 [흑요석 열쇠]를 가져 가십시오
242,A07-15 [죄악의 방 2층]을 찾고 진입합니다.
243,A07-16 (Optional) : 이 구역에 있는 미궁을 완료합니다.
244,A07-17 [비밀 통로]를 찾고 [굴]에 진입합니다.
245,A07-18 [웨이포인트를 확보] 하고 진행하면서 [잿빛 들판]으로 나가세요.
246,A07-19 [웨이포인트를 확보] 하고 [요새 야영지]에 진입합니다.
247,A07-20 [그루스트]를 처치합니다.
248,A07-21 [북쪽 숲]에 진입합니다.
249,A07-22 [웨이포인트를 확보] 합니다.
250,A07-23 (Optional) : 마을로 돌아와서 [헬레나]와 대화하여 [그루스트의 목걸이]를 받은후 웨이포인트를 통해 [북쪽 숲]으로 이동합니다. 
251,A07-24 이 퀘스트는 목걸이 보상 밖에 없지만 일반적으로 1분이상 걸리지않으므로 리그스타터라면 시도해볼만합니다.
252,A07-25 [북쪽 숲]에서 [아즈 메리 신사]를 만나면 [그루스트의 목걸이]를 넣고 다음에 마을에서 다른 퀘스트를 할 때 헬레나와 대화하십시오.
253,A07-26 [공포의 잡목림]에 진입합니다.
254,A07-27 [절망의 굴]에 진입하여 [그루스컬]을 처치 한 후 [공포의 잡목림]으로 돌아옵니다.
255,A07-28 [공포의 잡목림]을 돌면서 7개의 [반딧불이]를 수집합니다.
256,A07-29 [로그아웃]하여 마을로 돌아온다음 [에라미어]와 대화하여 [기술의 서] 2개를 보상으로 받습니다.
257,A07-30 웨이포인트를 통해 [북쪽 숲]으로 이동합니다.
258,A07-31 [둑길]로 나가는 출구를 찾으십시오.
259,A07-32 진행하면서 [웨이포인트를 확보] 합니다.
260,A07-33 이 구역을 떠나기 전에 [키샤라의 별]을 획득하십시오. 일반적으로 [바알 도시]로 나가는 출구 바로 옆에 있습니다.
261,A07-34 [바알 도시]로 진입합니다.
262,A07-35 [이이나]를 찾으십시오. [바알 도시]는 일부 플레이어에게 거대하고 혼란스러운 구역입니다. 
263,A07-36 이 구역은 항상 막다른 골목으로 둘러쌓여 있으며 구역의 중심부분이 아닌 도시의 중심으로 이동하기 어려운 부분이 있습니다. 
264,A07-37 [이이나]와 웨이포인트는 항상 도시의 중심부에 있습니다.
265,A07-38 와 웨이포인트는 항상 도시의 중심부에 있습니다.
266,A07-39 [이이나]와 대화하고 [부패의 사원 1층]에 진입합니다.
267,A07-40 [부패의 사원 2층]에 진입합니다.
268,A07-41 [아라칼리의 거미줄]에 진입합니다.
269,A07-42 [아라칼리]를 처치합니다.
270,A07-43 [사안 성벽]에 진입합니다. [웨이포인트를 확보] 합니다.
271,A07-44 [사안 야영지]에 진입합니다.
272,A07-45 (Optional-기술의서) : 웨이포인트를 타고 [다리 야영지]로 이동합니다. 
273,A07-46 [웨일럼]과 대화하고 [기술의 서]를 받습니다. 웨이포인트를 타고 다시 [사안 야영지]로 돌아옵니다.
274,A08-01 [독성도관]에 진입합니다.
275,A08-02 [도이드리의 정화조]를 찾아서 진입합니다.
276,A08-03 [헐거워진 쇠창살]을 열고 [가마솥]에 들어가십시오.
277,A08-04 [밸브]를 열고 [도이드리]를 처치하세요.
278,A08-05 [하수도 배출구]로 나가 [웨이포인트를 확보] 합니다.
279,A08-06 오른쪽 길로 나가 [부두]에 진입합니다.
280,A08-07 [봉인된 관]을 열고 [영원의 앙크]를 획득합니다. [봉인된 관]은 일반적으로 구역 입구 근처에 있습니다. 긴 다리를 찾으십시오.
281,A08-08 [부활 장소]를 찾아서 들어가 [톨먼]을 처치합니다.
282,A08-09 [클라리사]와 대화합니다.
283,A08-10 [부두]로 돌아갑니다.
284,A08-11 [곡물의 문]을 찾아 들어가 [웨이포인트를 확보] 합니다. 해당 구역의 오른쪽 상단 벽을 따라 위쪽으로 향합니다.
285,A08-12 [마석 군단병]을 처치합니다.
286,A08-13 [황실 정원]에 들어가 주요 도로를 따라 [웨이포인트를 확보] 합니다.
287,A08-14 [사안 야영지]로 돌아갑니다. [클라리사]와 [마라모아]에게 대화하여 [기술의 서]를 받습니다. [하간]과 대화하여 반지 보상을 받습니다.
288,A08-15 [황실 정원]으로 돌아갑니다.
289,A08-16 [솔라리스 사원 1층]으로 진입합니다.
290,A08-17 웨이포인트를 만나면 획득하세요.
291,A08-18 [솔라리스 사원 2층]으로 진입합니다.
292,A08-19 [포탈]을 찾아 [여명]을 처치하고 [태양의 보주]를 획득합니다. [로그아웃]하여 마을로 이동합니다.
