35,(A2_7%) [바리스타 외곽]   이후 아르듀라 카라반 이용 가능,
36,(A2_10%) [모둔 채석장]   모둔 광산 입구를 찾아서 이동,
37,(A2_12%) [모둔 광산]   ·모둔 광산,
38,(A2_15%) [모둔 광산]   공포의 기술자 룻자 처치 후 뒤쪽의 NPC 리수 구출,
39,(A2_17%) [모둔 광산]   카라반으로 이동하여 NPC들과 대화 후 배반자의 통로로 이동,
40,(A2_20%) [배반자의 통로]   ·배반자의 통로,
41,(A2_22%) [배반자의 통로]   배반자 발바라를 잡아서 1차 전직 아이템(발라아의 바리야)을 획득,
42,(A2_24%) [할라니 관문]   일어난 왕 자만라를 찾아서 승리하면 자만라가 도주합니다 ,
43,(A2_27%) [할라니 관문]   이후 계단을 통해 쫓아가면 사막 지대로 가지만 진행이 불가라 카라반으로 귀환하게 됩니다,
44,(A2_29%) [할라니 관문]   사막 지도를 사용하여 마스모톤 불모지로 이동합니다,
45,(A2_32%) [마스모톤 불모지]   뼈 구덩이 찾기,
46,(A2_34%) [뼈구덩이]   사냥을 통해서 태양 혈족 유물을 획득할 것 (나올 때까지 사냥),
47,(A2_37%) [뼈구덩이]   유물을 먹었으면 2인조 보스전(에크밥+이크타) 진행,
48,(A2_39%) [뼈구덩이]   사막 지도를 사용하여 케스로 이동,
49,(A2_41%) [케스]   사냥을 통해서 카발라 혈족 유물을 획득할 것 (나올 때까지 사냥),
50,(A2_44%) [케스]   유물을 먹으면 맵 중안 근처에 위치한 위압자 여왕 카발라 처치 보상으로 패시브 2 포인트 획득,
51,(A2_46%) [케스]   맵안의 잃어버린 도시를 찾아서 이동,
52,(A2_49%) [잃어버린 도시]   묻힌 성소를 찾아서 이동,
53,(A2_51%) [묻힌 성소]   케스의 심장부를 찾아서 아자리안 보스 처치 후 물의 정수를 얻고 복귀,
54,(A2_54%) [거신의 계곡]   사막 지도를 통해서 거신의 계곡으로 이동 후 고대의 봉인 3개를 찾아야 합니다,
55,(A2_56%) [거신의 계곡]   고대의 봉인 3개와 상호 작용했다면 다음 지역인 거신 석굴이 맵안에 열립니다,
56,(A2_59%) [거신의 계곡]   들어가기 전에 유물을 통한 보너스를 획득하십시오,
57,(A2_61%) [거신의 계곡]   웨이포인트를 찾게 되면 그 주위에 태양 혈족 유물과 카발라 혈족 유물 2개를 넣어서 퀘스트 완료 ,
58,(A2_63%) [거신의 계곡]   보상으로 호신부 충전량 30% 증가 또는 플라스크로 얻는 마나 회복 15% 증가 중 하나를 선택합니다,
59,(A2_66%) [거신의 석굴]   잘라마트 보스 처치 후 마을로 복귀,
60,(A2_68%) [거신의 석굴]   NPC들과 대화 후 사막지도를 통해서 할라니 관문으로 이동합니다,
61,(A2_71%) [거신의 석굴]   이동 후 카라반 앞쪽으로 이동해서 나팔을 붑니다,
62,(A2_73%) [거신의 석굴]   이후 사막 지도를 통해서 데샤르로 이동합니다,
63,(A2_76%) [데샤르]   데샤르에서는 쓰러진 데카리라는 실종된 사람을 찾으셔야 합니다,
64,(A2_78%) [데샤르]   카라반으로 귀환해서 샴브린에게 편지를 전해주면 패시브 2포인트 획득,
65,(A2_80%) [데샤르]   이후 통곡의 길을 찾으시면 됩니다,
66,(A2_83%) [통곡의 길]   데샤르 첨탑을 찾아서 이동합니다,
67,(A2_85%) [데샤르 첨탑]   가르칸의 자매들이란 석상을 찾아야 합니다 체크 포인트 주위에 있을 확률이 높습니다,
68,(A2_88%) [데샤르 첨탑]   보상으로 번개 저항 10%가 영구적으로 상승합니다,
69,(A2_90%) [데샤르 첨탑]   이후 토르 굴 보스를 잡으면 됩니다 이후 복귀 후 사막 지도를 통해서 드레드노트로 이동합니다,
70,(A2_93%) [드레드노트]   드레드노트 지역을 지나면 드레드노트 선봉대 지역이 나옵니다,
71,(A2_95%) [드레드노트]   드레드노트 선봉대의 마지막 구역까지 진행해서 자만라를 쓰러뜨리고 카라반으로 귀환합니다,
72,(A2_98%) [드레드노트]   이후 그 상태로 카라반 외부로 걸어나가면 두건 쓴 자와 대화가 가능합니다,
73,(A2_100%) [드레드노트]   카라반으로 다시 돌아와서 아살라와 대화하면 액트 3로 넘어가집니다,
74,(A3_0%) [▶액트 3장]   ,
75,(A3_3%) [보상]   화염 저항 10% | 패시브 포인트 4개 | 정신력 30 | 독액 영약 | 제련 작업대,
76,(A3_6%) [모래 휩쓸린 습지]   아자크 모달불을 찾아서 레어 상자를 열면 하위 주얼러 오브 1개 획득 가능 (첫 캐릭터라면 할 것),
77,(A3_9%) [모래 휩쓸린 습지]   지구라트 야영지(=마을)를 찾습니다,
78,(A3_11%) [지구라트 야영지]   NPC와 대화 후 밀림 유적으로 진행,
79,(A3_14%) [밀림 유적]   보스 강력한 은빛 주먹 처치 패시브 2포인트 획득,
80,(A3_17%) [밀림 유적]   목표는 독액 지하실을 찾아야 합니다(웨이포인트 근처에 있습니다),
81,(A3_20%) [밀림 유적]   들끓는 불모지가 보이면 들어가서 웨이 포인트를 찾아서 다시 밀림 유적으로 (입구 근처에 없기에 선택 사항),
82,(A3_23%) [밀림 유적]   밀림 유적이 너무 커서 들끓는 불모지를 나중에 다시 찾으려면 한참 걸립니다,
83,(A3_26%) [독액 지하실]   시신을 찾아서 시체뱀 독액을 루팅하고 마을로 귀환해서 세르비와 대화하여 독액 영약을 보상받습니다,
84,(A3_29%) [독액 지하실]   독액 영약은 기절 한계치 25% 증가 |  원소 상태 이상 한계치 30% 증가 | 마나 재생 속도 25% 증가 중 한 가지를 선택,
85,(A3_31%) [밀림 유적]   밀림 유적에서 들끓는 불모지를 찾아서 이동합니다(이전에 웨이포인트를 찍으셨다면 바로 이동),
86,(A3_34%) [들끓는 불모지]   아자크 습지대를 찾아야 합니다,
87,(A3_37%) [아자크 습지대]   마녀 이그나그두크 보스를 처치 처치시 +정신력 30 획득,
88,(A3_40%) [아자크 습지대]   이후 들끓는 불모지로 다시 복귀하여 키메랄 습지대로 이동,
89,(A3_43%) [키메랄 습지대]   자이쿨루시언 보스를 처지(7시 방향 쪽에서 자주 확인)- 2차 전직 퀘스트 템을 줍니다 (40레벨 근처에 도전),
90,(A3_46%) [키메랄 습지대]   그 주위에 지콰니의 기계실이 있습니다 (맵에 잘 안 보이니 주위를 찾아보십시오),
91,(A3_49%) [키메랄 습지대]   2차 전직 시험을 치르는 혼돈의 사원이 키메랄 습지대에 있으니 찾아서 웨이포인트를 등록 (11시 쪽에 높은 확률),
92,(A3_51%) [지콰니의 기계실]   검은턱 보스 처치 처치 시 화염 저항 10% 증가,
93,(A3_54%) [지콰니의 기계실]   지콰니의 지성소를 찾아서 이동,
94,(A3_57%) [지콰니의 지성소]   발전기 2개를 가동시켜서 지코아틀 보스 처치 > 들끓는 불모지 웨이 포인트로 이동 > 큰 영혼핵을 설치 > 마틀란 수로,
95,(A3_60%) [마틀란 수로]   수로를 진행하여 운하 스위치를 조작하여 완료,
96,(A3_63%) [마틀란 수로]   이후 마을로 돌아와서 마을 하부의 알바와 대화 후 물에 잠긴 도시로 이동,
97,(A3_66%) [물에 잠긴 도시]   녹아내린 금고를 찾아서 메크툴 보스를 처치해야 초회차에 재련 작업대를 얻는게 가능(첫 캐릭터만 필수),
98,(A3_69%) [물에 잠긴 도시]   오물의 정점을 찾을 것,
99,(A3_71%) [오물의 정점]   오물의 여왕 보스를 찾아야 합니다,
100,(A3_74%) [오물의 정점]   오물의 여왕 처치 후 마을로 복귀해서 하층 알바에게 다시 가서 알바 뒤의 사원문을 열어서 코펙의 사원 개방,
101,(A3_77%) [오물의 정점]   오물의 정점에서 퀘스트템인 버섯들이 나오는데 보상이 물약 플라스크라 버섯을 먹지 않는 걸 추천 (퀘완료전까지 파괴도 불가능),
102,(A3_80%) [코펙의 사원]   3층에 위치한 케출리 보스를 잡고 알바와 대화하면 마을로 자동 복귀,
103,(A3_83%) [웃자알]   마을에 생겨난 포탈을 타고 웃자알로 이동합니다,
104,(A3_86%) [웃자알]   웃자엘에서 보스 나푸앗지 처치하고 다음 지역인 아고라트로 이동,
105,(A3_89%) [웃자알]   웃자알 또는 아고라트에서 희생의 심장이 몹한테서 드롭되는데 반드시 먹을 것,
106,(A3_91%) [아고라트]   희생의 심장을 먹었다면 아고라트 상부 제단을 찾아서 심장을 칼로 찌르면 패시브 2 포인트 획득,
107,(A3_94%) [아고라트]   이후 검은 내실을 찾을 것,
108,(A3_97%) [검은 내실]   액트3의 마지막 보스인 도리아니를 쓰러뜨리시면 됩니다,
109,(A3_100%) [검은 내실]   이후 잔혹 난이도 1로 진행됩니다,
